ID,title,paymentMethod,couponDiscount,purchaseValue,giftwrapping,throughAffiliate,shippingFees,dvd,blueray,vinyl,videogame,videogameDownload,tvEquiment,prodOthers,prodSecondHand,returnCustomer
36243,Mr,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,1
36244,Mr,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
36245,Others,Cash,0,4,0,1,0,2,0,0,0,0,0,0,0,0
36246,Mrs,Invoice,0,4,0,0,0,1,0,0,0,0,0,0,0,0
36247,Mr,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
36248,Mrs,Invoice,0,4,0,0,0,1,0,0,0,0,0,0,0,0
36249,Mr,Invoice,0,4,0,0,0,0,0,3,0,0,0,0,0,1
36250,Mrs,Credit Card,1,2,0,1,0,0,1,0,0,0,0,0,0,1
36251,Mr,Current Account,0,1,0,0,0,0,0,0,0,1,0,0,0,0
36252,Mr,Current Account,0,1,0,0,0,0,0,0,0,1,0,0,0,0
36253,Mr,Current Account,0,4,0,0,0,2,1,0,0,0,0,0,0,1
36254,Mr,Credit Card,0,3,0,0,0,0,0,0,0,0,0,0,0,0
36256,Mr,Current Account,1,2,0,1,0,0,0,0,0,0,0,0,0,0
36257,Mrs,Current Account,0,4,0,0,0,0,0,0,0,0,0,0,0,0
36258,Mr,Invoice,0,2,0,1,1,0,0,0,0,0,0,0,0,0
36259,Mr,Invoice,0,4,0,1,0,0,1,0,0,0,0,0,0,0
36260,Others,Current Account,0,4,0,1,0,2,0,0,0,0,0,0,0,1
36262,Mr,Invoice,0,4,0,0,0,0,0,1,0,0,0,0,1,0
36263,Mrs,Credit Card,0,4,0,1,0,1,0,0,0,0,0,0,0,0
36264,Mrs,Invoice,0,4,0,1,0,0,0,0,0,0,0,0,0,0
36265,Mrs,Invoice,0,1,0,1,0,0,0,0,0,1,0,0,0,1
36267,Mrs,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,0
36269,Mr,Current Account,0,4,0,0,0,0,0,1,0,0,0,0,0,0
36270,Mr,Invoice,1,1,0,1,0,0,0,0,0,0,0,0,0,0
36271,Mr,Invoice,0,4,0,0,0,1,0,0,0,0,0,0,0,0
36272,Mr,Invoice,0,2,0,0,1,1,0,0,0,0,0,0,0,0
36273,Others,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,1
36274,Mr,Current Account,1,1,0,1,0,2,0,0,0,0,0,0,0,0
36275,Mrs,Invoice,0,2,0,0,0,0,0,0,0,0,0,0,0,0
36276,Mr,Invoice,0,4,0,0,0,2,0,0,0,0,0,0,0,0
36278,Mrs,Current Account,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36279,Mrs,Invoice,0,4,0,1,0,1,0,0,0,0,0,0,0,0
36280,Mr,Invoice,1,1,0,1,1,0,0,0,0,0,0,0,0,0
36281,Mrs,Current Account,0,5,0,0,0,2,0,0,0,0,0,0,0,0
36282,Mr,Cash,0,2,0,0,0,0,0,0,0,0,0,0,0,0
36283,Mr,Invoice,1,1,0,1,0,2,0,0,0,0,0,0,0,0
36284,Mrs,Current Account,0,4,0,0,0,0,0,0,0,0,0,0,0,1
36285,Mr,Current Account,1,1,0,1,0,0,3,0,0,0,0,1,0,0
36286,Mrs,Credit Card,0,3,0,0,0,0,0,0,0,0,0,0,0,0
36287,Mrs,Credit Card,0,5,0,0,0,0,2,0,0,0,0,0,0,0
36288,Company,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,0
36290,Mrs,Cash,0,4,0,1,0,1,0,0,0,0,0,0,0,0
36291,Mr,Cash,0,4,0,1,0,3,0,0,0,0,0,0,0,1
36293,Mrs,Credit Card,0,2,0,0,0,0,0,0,0,0,0,0,0,0
36295,Mrs,Current Account,0,3,0,0,0,0,0,0,0,0,0,0,0,0
36296,Mr,Invoice,0,1,0,0,1,0,0,0,0,0,0,0,0,0
36297,Mr,Current Account,1,1,0,1,0,0,0,0,0,0,0,0,0,0
36298,Mrs,Credit Card,0,3,0,1,0,0,0,0,0,0,0,1,0,0
36299,Others,Credit Card,0,3,0,0,0,2,0,0,0,0,0,0,0,0
36301,Mr,Invoice,0,4,0,0,0,3,0,0,0,0,0,0,0,0
36303,Mr,Invoice,0,4,0,1,0,2,1,0,0,0,0,0,0,0
36304,Mr,Credit Card,0,4,0,1,0,1,0,0,1,0,0,0,0,0
36305,Mr,Invoice,0,4,0,1,0,0,3,0,0,0,0,0,0,0
36306,Mr,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,1
36307,Mr,Invoice,0,4,0,1,0,0,3,0,0,0,0,0,0,1
36309,Mrs,Invoice,0,5,0,0,0,3,0,0,0,0,0,0,0,0
36310,Mr,Cash,0,4,0,1,0,0,0,0,0,0,0,0,0,1
36313,Mrs,Invoice,1,5,0,1,0,0,0,0,0,0,0,0,0,0
36315,Mr,Cash,0,3,0,1,0,1,0,0,0,0,0,0,0,0
36316,Mrs,Current Account,0,1,0,0,0,1,0,0,0,0,0,0,0,0
36318,Mr,Credit Card,0,2,0,1,1,0,0,0,0,0,0,0,0,0
36319,Others,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36320,Mr,Cash,0,3,0,1,0,0,0,0,0,0,0,0,0,1
36321,Mrs,Invoice,0,4,0,0,0,0,0,1,0,0,0,0,0,0
36322,Mr,Invoice,0,2,0,0,1,0,1,0,0,0,0,0,0,0
36323,Mr,Cash,0,1,0,0,0,0,1,0,0,0,0,0,0,0
36324,Mr,Invoice,1,3,0,0,0,2,0,0,0,0,0,0,0,0
36325,Mr,Cash,0,5,0,1,0,4,0,0,0,0,0,0,0,0
36326,Mr,Cash,0,4,0,1,0,2,0,0,0,0,0,0,0,0
36327,Mr,Cash,0,3,0,1,0,0,0,0,0,0,0,0,0,1
36329,Others,Invoice,0,4,0,0,0,0,3,0,0,0,0,0,0,0
36330,Mrs,Current Account,0,3,0,0,0,0,0,0,0,0,0,1,0,0
36332,Mrs,Current Account,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36333,Others,Current Account,0,1,0,0,0,0,0,0,0,1,0,0,0,0
36334,Mr,Invoice,0,4,0,0,0,1,1,0,0,0,0,0,0,0
36335,Mr,Invoice,0,4,0,0,0,0,0,0,0,1,0,0,0,0
36336,Mrs,Current Account,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36337,Mr,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,0
36338,Mr,Cash,0,3,0,1,0,0,0,0,0,0,0,0,0,1
36339,Mrs,Invoice,1,1,0,1,1,2,0,0,0,0,0,0,0,0
36340,Others,Cash,0,3,0,0,0,1,0,0,0,0,0,0,0,0
36342,Mrs,Invoice,0,5,0,0,0,0,0,0,0,0,0,0,0,0
36343,Others,Current Account,1,1,0,1,0,0,1,0,0,0,0,0,0,0
36344,Mr,Credit Card,0,5,0,1,0,1,0,0,0,0,0,0,0,0
36345,Mrs,Invoice,1,3,0,0,0,1,1,0,0,0,0,0,0,0
36346,Mr,Current Account,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36347,Mr,Cash,0,2,0,1,0,0,0,0,0,0,0,0,0,0
36349,Mrs,Current Account,0,4,0,0,0,0,0,0,0,0,0,0,0,0
36350,Mrs,Current Account,0,3,0,0,0,0,0,0,0,0,0,0,0,1
36352,Mrs,Invoice,1,2,0,1,1,0,1,0,0,0,0,0,0,0
36353,Mrs,Current Account,0,4,0,0,0,1,0,0,0,0,0,0,0,0
36354,Mr,Invoice,0,4,0,1,0,0,0,0,0,0,0,0,0,0
36355,Mrs,Cash,0,3,0,1,0,2,0,0,0,0,0,0,0,0
36356,Mr,Cash,0,5,0,1,0,5,0,0,0,0,0,0,0,0
36357,Mr,Cash,0,4,0,1,0,0,0,0,1,0,0,0,0,0
36361,Others,Credit Card,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36362,Mr,Invoice,0,2,0,1,1,0,0,1,0,0,0,0,0,0
36363,Others,Cash,0,5,0,0,0,3,0,0,0,0,0,0,0,1
36364,Others,Invoice,0,5,0,0,0,1,1,0,0,0,0,1,0,0
36365,Mrs,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36366,Others,Current Account,0,4,0,0,0,0,0,0,0,0,0,1,0,0
36367,Mr,Credit Card,0,4,0,1,0,0,0,1,0,0,0,0,0,1
36368,Mrs,Cash,0,5,0,1,0,0,0,0,0,0,0,1,0,1
36369,Mr,Invoice,0,4,0,0,1,0,0,0,0,0,0,0,0,0
36370,Mr,Invoice,1,1,0,1,0,0,2,0,0,0,0,0,0,0
36371,Mr,Invoice,1,1,0,1,0,0,4,0,0,0,0,0,0,0
36372,Mr,Cash,0,1,0,1,0,0,0,0,0,0,0,0,0,0
36373,Mr,Invoice,0,2,0,1,1,0,0,0,0,0,0,0,0,1
36374,Others,Invoice,0,3,0,1,0,1,0,0,0,0,0,0,0,0
36375,Mr,Invoice,1,1,0,1,0,0,0,0,0,0,0,1,0,0
36377,Company,Invoice,0,5,0,0,0,1,0,0,0,0,0,0,0,0
36378,Mr,Credit Card,0,2,0,0,1,1,0,0,0,0,0,0,0,1
36379,Mr,Current Account,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36380,Mr,Invoice,0,4,0,0,0,0,1,0,0,0,0,0,0,0
36381,Mr,Cash,0,2,0,1,0,0,0,0,0,0,0,0,0,0
36382,Others,Invoice,0,4,0,1,0,0,0,1,0,0,0,0,0,1
36383,Mr,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,0
36384,Others,Invoice,0,2,0,0,1,0,0,1,0,0,0,0,0,0
36385,Mrs,Invoice,0,2,0,0,1,1,0,0,0,0,0,0,0,0
36386,Mrs,Current Account,0,3,0,1,0,1,0,0,0,0,0,0,0,0
36388,Mrs,Cash,0,2,0,1,0,1,0,0,0,0,0,0,0,0
36389,Mr,Current Account,0,4,0,1,0,2,0,0,0,0,0,0,0,1
36390,Mr,Cash,0,2,0,1,0,0,0,0,0,0,0,0,0,0
36391,Mr,Invoice,0,5,0,1,0,2,2,0,0,0,0,0,0,0
36393,Mr,Current Account,0,3,0,0,0,1,3,0,0,0,0,0,0,0
36394,Company,Cash,0,1,0,1,0,0,1,0,0,0,0,0,0,0
36395,Mrs,Current Account,0,1,0,1,0,0,0,0,0,0,0,0,0,0
36396,Mr,Credit Card,0,2,0,0,1,0,0,0,0,0,0,0,0,1
36397,Mr,Invoice,0,1,0,0,1,0,0,0,0,0,0,0,0,0
36399,Company,Invoice,0,4,0,1,0,1,0,0,0,0,0,0,0,0
36400,Mrs,Cash,0,3,0,1,0,0,1,0,0,0,0,0,0,0
36401,Mrs,Credit Card,0,4,0,1,1,0,0,0,0,0,0,1,0,0
36402,Mrs,Invoice,0,4,0,0,0,1,0,0,0,0,0,0,0,0
36404,Mrs,Credit Card,0,4,0,0,0,1,3,0,0,0,0,0,0,0
36405,Mrs,Cash,0,1,0,1,0,1,0,0,0,0,0,0,0,0
36406,Mr,Cash,0,1,0,1,0,0,1,0,0,0,0,0,0,0
36407,Mr,Current Account,0,4,0,0,0,0,0,0,0,0,0,0,0,0
36408,Mr,Invoice,0,4,0,1,0,1,0,0,0,0,0,0,0,0
36410,Mr,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
36412,Mrs,Invoice,0,4,0,1,0,1,1,0,0,0,0,0,0,0
36413,Mr,Invoice,0,4,0,0,0,3,0,0,0,0,0,0,0,0
36415,Mrs,Invoice,0,4,0,0,0,0,3,0,0,0,0,0,0,1
36416,Mrs,Current Account,0,2,0,0,1,0,0,0,0,0,0,0,1,0
36417,Mr,Current Account,1,1,0,1,0,2,0,0,0,0,0,0,0,0
36418,Mrs,Current Account,0,2,0,0,1,0,1,0,0,0,0,0,0,0
36419,Mrs,Invoice,0,2,0,1,1,0,0,0,0,0,0,0,0,1
36420,Mr,Invoice,0,4,0,1,0,1,0,0,0,0,0,0,0,0
36421,Mr,Current Account,0,1,0,0,0,0,0,0,0,1,0,0,0,0
36422,Company,Invoice,0,5,0,0,0,0,0,0,0,0,0,0,0,0
36423,Mr,Cash,0,4,0,0,0,1,0,0,0,0,0,0,0,1
36424,Mrs,Cash,0,1,0,1,0,0,0,0,0,0,0,0,0,1
36426,Company,Invoice,0,3,0,0,0,1,0,0,0,0,0,0,0,0
36427,Mr,Invoice,0,3,0,0,1,1,0,0,0,0,0,0,0,0
36428,Mr,Cash,0,3,0,1,0,0,2,0,0,0,0,0,0,0
36429,Mrs,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
36430,Others,Cash,0,4,0,1,0,1,0,0,0,0,0,0,0,0
36431,Mrs,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,1
36432,Mr,Invoice,0,5,0,0,0,2,0,0,0,0,0,0,0,0
36433,Company,Credit Card,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36434,Company,Invoice,0,5,0,1,0,0,0,2,0,0,0,0,0,1
36435,Mr,Current Account,0,2,0,0,0,0,0,0,0,1,0,0,0,0
36436,Mrs,Cash,0,3,0,1,0,0,0,0,0,0,0,0,0,0
36437,Mrs,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,0
36438,Mr,Invoice,0,5,0,1,0,0,0,0,0,0,0,0,0,0
36439,Others,Cash,0,3,0,0,0,0,0,0,0,0,0,1,0,0
36440,Others,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,1
36441,Mr,Cash,0,5,0,0,0,0,0,0,0,0,0,0,0,0
36443,Mrs,Invoice,0,2,0,0,1,0,1,0,0,0,0,0,0,0
36444,Others,Invoice,0,2,0,0,1,0,0,1,0,0,0,0,0,0
36446,Mr,Cash,0,2,0,1,0,0,1,0,0,0,0,0,0,0
36447,Mrs,Invoice,0,2,0,0,0,0,0,0,0,0,0,0,0,1
36448,Mrs,Invoice,0,5,0,0,0,1,0,3,0,0,0,0,0,0
36449,Company,Current Account,0,4,0,0,0,0,0,0,0,0,0,0,0,0
36450,Mrs,Invoice,0,3,0,1,0,0,0,0,0,0,0,0,0,0
36451,Mr,Cash,0,3,0,1,0,1,0,0,0,0,0,0,0,0
36452,Company,Invoice,0,4,0,1,0,1,0,0,0,0,0,0,0,0
36453,Mr,Invoice,0,1,0,0,1,0,0,0,0,0,0,0,1,0
36454,Mrs,Cash,0,3,0,0,0,1,0,0,0,0,0,0,0,0
36455,Mr,Invoice,0,2,0,0,1,0,2,0,0,0,0,0,0,0
36456,Mr,Cash,0,3,0,1,0,0,0,0,0,0,0,0,0,0
36457,Mrs,Cash,0,2,0,0,0,0,0,0,0,0,0,0,0,0
36458,Others,Current Account,0,4,0,0,0,1,0,0,0,0,0,0,0,0
36459,Mrs,Credit Card,0,3,0,0,0,1,0,0,0,0,0,0,0,0
36460,Others,Current Account,0,3,0,1,0,0,0,1,0,0,0,0,0,0
36461,Mr,Credit Card,1,1,0,1,0,0,0,0,1,0,0,0,0,1
36462,Mrs,Invoice,0,4,0,0,0,2,0,0,0,0,0,0,0,0
36463,Mrs,Current Account,0,2,0,0,1,1,0,0,0,0,0,0,0,0
36464,Mrs,Credit Card,1,1,0,1,0,0,0,0,0,0,0,0,0,0
36465,Mr,Invoice,0,2,0,0,1,1,0,0,0,0,0,0,0,0
36466,Mr,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,0
36467,Mrs,Credit Card,1,1,0,0,0,0,0,0,0,0,0,0,0,0
36468,Mrs,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,0
36469,Mr,Invoice,0,2,0,0,0,0,0,0,0,0,0,0,0,0
36470,Mrs,Credit Card,0,4,0,0,0,0,0,0,0,0,0,0,0,0
36471,Mrs,Cash,0,5,0,1,0,2,0,0,0,0,0,0,0,1
36472,Mrs,Current Account,0,3,0,0,0,0,0,0,0,0,0,0,0,0
36475,Mrs,Current Account,0,3,0,0,0,0,0,0,0,0,0,0,0,0
36476,Mr,Invoice,0,4,0,0,0,3,0,0,0,0,0,0,0,0
36478,Mr,Current Account,1,2,0,1,0,0,0,0,0,0,0,0,0,0
36479,Others,Invoice,0,2,0,0,0,0,0,0,0,1,0,0,0,0
36481,Others,Current Account,0,3,0,1,0,0,0,0,0,0,0,0,0,1
36482,Mr,Current Account,0,3,0,0,0,2,0,0,0,0,0,0,0,0
36483,Mr,Current Account,0,3,0,0,0,1,0,0,0,0,0,0,0,0
36484,Mrs,Current Account,1,1,0,1,1,1,0,0,0,0,0,0,0,1
36485,Others,Invoice,0,2,0,0,1,2,0,0,0,0,0,0,0,0
36487,Mrs,Invoice,1,1,0,1,0,1,0,0,0,0,0,0,0,1
36488,Mrs,Cash,0,1,0,1,0,0,0,0,0,0,0,0,0,0
36489,Others,Current Account,1,4,0,1,0,2,1,0,0,0,0,0,0,1
36490,Others,Invoice,0,5,0,1,0,0,0,0,0,0,0,0,0,0
36492,Mr,Invoice,0,4,0,1,0,0,1,0,0,0,0,0,0,0
36493,Mrs,Credit Card,0,2,0,0,0,0,0,0,0,0,0,0,0,1
36494,Mr,Invoice,1,1,0,1,0,2,0,0,0,0,0,0,0,0
36496,Mr,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,1,0
36497,Mr,Invoice,0,2,0,0,1,1,0,0,0,0,0,0,0,0
36498,Mr,Cash,0,3,0,1,0,0,0,0,1,0,0,0,0,0
36499,Mrs,Current Account,0,4,0,0,0,0,0,1,0,0,0,0,0,0
36500,Mr,Invoice,0,3,0,1,1,2,0,1,0,0,0,0,0,0
36501,Mrs,Credit Card,0,4,0,0,0,1,0,0,0,0,0,0,0,0
36502,Mr,Credit Card,0,3,0,1,0,0,0,0,0,0,0,0,0,0
36504,Mr,Credit Card,0,3,0,1,0,0,0,0,0,0,0,1,0,1
36505,Mrs,Current Account,0,4,0,0,0,0,0,0,0,0,0,0,0,0
36506,Company,Credit Card,0,5,0,0,1,0,0,0,0,0,0,0,0,0
36507,Mrs,Invoice,0,4,0,1,0,2,0,0,0,0,0,0,0,0
36508,Mrs,Cash,0,2,0,1,0,1,0,0,0,0,0,0,0,0
36509,Mr,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,1
36510,Company,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
36511,Mr,Credit Card,1,4,0,1,0,0,0,0,0,0,0,0,0,0
36512,Mr,Current Account,0,3,0,0,1,2,0,0,0,0,0,0,0,0
36513,Mr,Invoice,0,4,0,0,0,1,1,0,0,0,0,0,0,0
36514,Mrs,Cash,0,2,0,1,0,0,1,0,0,0,0,0,0,1
36515,Others,Cash,0,4,0,0,0,1,0,0,0,0,0,0,0,0
36516,Mrs,Current Account,0,3,0,0,0,0,0,0,0,0,0,0,0,0
36517,Mr,Invoice,0,1,0,0,1,0,0,0,0,0,0,0,0,0
36518,Mrs,Invoice,0,4,0,1,0,0,1,0,0,0,0,0,0,0
36519,Mr,Cash,0,1,0,1,0,0,1,0,0,0,0,0,0,0
36520,Mr,Credit Card,0,4,0,1,0,0,1,0,0,0,0,0,0,0
36521,Mr,Current Account,0,3,0,0,1,1,0,0,0,0,0,0,0,0
36523,Mr,Cash,0,1,0,1,0,0,1,0,0,0,0,0,0,0
36524,Company,Current Account,0,4,0,0,0,1,0,0,0,0,0,0,0,0
36525,Mrs,Invoice,0,5,0,0,0,3,1,0,0,0,0,0,0,0
36526,Mrs,Current Account,0,4,0,0,0,0,0,1,0,0,0,0,0,0
36527,Mrs,Invoice,0,4,0,1,0,1,1,0,0,0,0,0,0,0
36528,Mr,Current Account,0,4,0,1,0,2,0,0,0,0,0,0,0,0
36529,Mr,Cash,0,2,0,1,0,0,0,0,0,0,0,0,0,1
36531,Mr,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,1
36532,Company,Credit Card,0,3,0,1,0,0,1,0,0,0,0,0,0,0
36533,Mr,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,0
36534,Others,Current Account,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36536,Others,Invoice,0,4,0,1,0,0,0,0,0,0,0,0,0,0
36537,Mr,Current Account,1,2,0,1,0,1,3,0,0,0,0,0,0,0
36538,Mrs,Credit Card,0,2,0,0,1,0,0,1,0,0,0,0,0,0
36539,Company,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,0
36540,Mr,Invoice,1,4,0,0,0,1,0,0,0,0,0,0,0,1
36541,Mr,Cash,0,1,0,1,0,0,0,0,0,0,0,0,0,0
36542,Mrs,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,0
36543,Mrs,Cash,0,1,0,0,0,0,0,0,0,0,0,0,0,1
36544,Others,Invoice,0,5,0,0,0,5,0,0,0,0,0,0,0,0
36545,Mrs,Cash,0,4,0,1,0,0,0,0,1,0,0,0,0,1
36546,Mr,Credit Card,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36547,Mrs,Invoice,0,3,0,0,0,0,2,0,0,0,0,0,0,0
36549,Mr,Current Account,0,3,0,0,0,0,1,0,0,0,0,0,0,0
36550,Others,Invoice,0,3,0,1,0,1,0,0,0,0,0,0,0,0
36551,Mr,Invoice,0,3,0,0,0,1,1,0,0,0,0,0,0,0
36552,Mr,Invoice,0,4,0,0,0,2,0,0,0,0,0,0,0,0
36553,Mr,Cash,0,4,0,1,0,1,0,2,0,0,0,0,0,0
36554,Mr,Cash,0,4,0,1,0,1,0,0,0,0,0,0,0,0
36555,Mrs,Cash,0,4,0,0,0,1,0,0,0,0,0,0,0,0
36556,Mrs,Current Account,1,1,0,1,0,1,2,0,0,0,0,0,0,0
36557,Mr,Cash,0,4,0,1,0,0,2,0,0,0,0,0,0,0
36558,Mrs,Invoice,0,4,0,1,0,1,0,0,0,0,0,0,0,0
36559,Mrs,Cash,0,3,0,1,0,0,4,0,0,0,0,0,0,1
36560,Mrs,Credit Card,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36562,Others,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,1
36563,Mr,Current Account,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36564,Mrs,Cash,0,3,0,1,0,0,0,0,0,0,0,0,0,0
36565,Others,Current Account,0,3,0,1,0,0,0,0,0,0,0,0,0,0
36566,Mr,Invoice,1,2,0,1,0,1,1,0,0,0,0,0,0,0
36567,Mr,Invoice,0,4,0,1,0,0,0,0,0,0,0,0,0,1
36568,Mr,Invoice,0,5,0,1,0,2,0,0,0,0,0,0,0,0
36570,Others,Cash,0,2,0,1,0,0,0,1,0,0,0,0,0,0
36571,Mr,Cash,0,5,0,1,0,2,1,0,0,0,0,0,0,0
36572,Mr,Current Account,1,1,0,1,0,1,0,0,0,0,0,0,0,0
36573,Others,Current Account,0,3,0,0,0,1,0,0,0,0,0,0,0,0
36574,Mrs,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36575,Mr,Cash,0,4,0,1,0,0,0,1,0,0,0,0,0,0
36577,Mrs,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36578,Mrs,Current Account,0,1,0,0,0,0,0,0,0,1,0,0,0,0
36579,Mr,Cash,0,5,0,1,0,3,0,0,0,0,0,0,0,0
36580,Mr,Invoice,0,3,0,1,0,0,0,2,0,0,0,0,0,0
36581,Mr,Invoice,1,1,0,1,1,2,0,0,0,0,0,0,0,0
36582,Mr,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
36583,Mrs,Current Account,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36585,Mr,Credit Card,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36586,Mr,Invoice,1,1,0,1,0,3,0,0,0,0,0,0,0,0
36587,Mrs,Credit Card,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36588,Company,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
36589,Mrs,Invoice,0,5,0,1,0,3,0,0,0,0,0,0,0,0
36590,Others,Credit Card,0,2,0,0,0,0,0,0,0,1,0,0,0,0
36591,Mr,Cash,0,2,0,1,0,0,0,0,0,0,0,0,0,0
36592,Mr,Invoice,0,3,0,0,0,1,0,0,0,0,0,0,0,1
36593,Mrs,Credit Card,1,4,0,1,0,0,0,0,0,0,0,0,0,0
36594,Mr,Cash,0,1,0,0,0,0,0,0,0,0,0,0,0,1
36595,Mr,Cash,0,4,0,1,0,1,0,0,0,0,0,0,0,0
36596,Mr,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,0
36597,Mrs,Current Account,0,4,0,1,0,0,1,0,0,0,0,0,0,1
36598,Mr,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,1
36599,Mrs,Current Account,0,3,0,1,0,0,0,0,0,0,0,0,0,0
36600,Mrs,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,0
36601,Others,Cash,0,2,0,1,0,1,0,0,0,0,0,0,0,0
36602,Mr,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,0
36603,Mr,Invoice,0,4,0,1,0,2,1,0,0,0,0,0,0,1
36606,Mr,Credit Card,0,2,0,1,1,1,0,0,0,0,0,0,0,1
36608,Mrs,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
36609,Mr,Credit Card,0,4,0,1,0,0,0,0,1,0,0,0,0,0
36610,Mr,Invoice,0,4,0,1,0,2,0,0,0,0,0,0,0,0
36611,Mrs,Current Account,0,5,0,1,0,1,0,0,0,0,0,0,0,0
36613,Mrs,Credit Card,0,3,0,0,1,0,0,0,0,0,0,0,0,0
36614,Mrs,Credit Card,0,4,0,0,0,0,4,0,0,0,0,0,1,0
36615,Mr,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
36616,Others,Current Account,0,3,0,1,0,1,0,0,0,0,0,0,0,0
36617,Mr,Current Account,1,1,0,1,0,0,0,0,0,0,0,0,0,0
36618,Mrs,Current Account,0,2,0,0,1,1,0,0,0,0,0,0,0,0
36619,Mr,Invoice,1,2,0,1,0,2,1,0,0,0,0,0,0,0
36620,Mr,Current Account,1,1,0,1,0,1,0,0,0,0,0,0,0,0
36621,Mr,Cash,0,2,0,1,0,1,0,0,0,0,0,0,0,1
36622,Mrs,Credit Card,1,4,0,1,0,1,0,0,0,0,0,0,0,0
36623,Company,Invoice,0,3,0,1,0,0,0,0,0,0,0,0,0,1
36624,Mr,Cash,0,1,0,1,0,0,0,0,0,0,0,0,0,0
36625,Mrs,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,0
36626,Mr,Invoice,0,3,0,1,0,1,0,0,0,0,0,0,0,1
36627,Mrs,Invoice,0,2,0,0,1,0,1,0,0,0,0,0,0,0
36628,Mrs,Current Account,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36629,Mr,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,0
36630,Mrs,Invoice,0,1,0,0,0,0,0,0,0,1,0,0,0,0
36631,Mr,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
36632,Mr,Invoice,0,1,0,0,0,0,0,0,0,0,0,0,0,1
36633,Mr,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
36634,Mr,Invoice,1,1,0,1,0,0,0,0,0,0,0,0,0,0
36635,Mr,Cash,0,3,0,1,0,0,0,1,0,0,0,0,0,0
36636,Mr,Invoice,0,4,0,0,0,0,1,0,0,0,0,1,0,0
36637,Mr,Invoice,1,3,0,0,0,0,0,0,0,0,0,0,0,0
36638,Mr,Cash,0,4,0,1,0,1,0,0,0,0,0,0,0,0
36639,Mrs,Invoice,1,3,0,0,0,2,0,0,0,0,0,0,0,0
36641,Mr,Invoice,0,5,0,0,0,2,0,0,0,0,0,0,0,0
36642,Mrs,Current Account,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36643,Mr,Cash,0,2,0,1,0,0,1,0,0,0,0,0,0,0
